Family	Hotel	Park	Day
Mccall	Loxodon Lodge	Animal Planet Zoo	Sunday
Gentry	Elephant Lodge	Animal Planet Zoo	Friday
Gentry	Elephant Lodge	Animal Planet Zoo	Saturday
Gentry	Elephant Lodge	World's Fair	Sunday
Carrillo	Loxodon Lodge	Jumbo Studios	Friday
Carrillo	Loxodon Lodge	Animal Planet Zoo	Saturday
Carrillo	Loxodon Lodge	Animal Planet Zoo	Sunday
Kent	Mouse Resort	Jumbo Studios	Friday
Kent	Mouse Resort	Jumbo Studios	Saturday
Kent	Mouse Resort	Jumbo Kingdom	Sunday
Ayers	Trunk Inn	Jumbo Kingdom	Friday
Ayers	Trunk Inn	Jumbo Studios	Saturday
Ayers	Trunk Inn	Trunk Water Park	Sunday
Lara	Pachyderm Suites	Jumbo Studios	Friday
Lara	Pachyderm Suites	World's Fair	Saturday
Lara	Pachyderm Suites	Jumbo Kingdom	Sunday
Shannon	Trunk Inn	Jumbo Kingdom	Friday
Shannon	Trunk Inn	Jumbo Kingdom	Saturday
Shannon	Trunk Inn	Animal Planet Zoo	Sunday
Sexton	Loxodon Lodge	Jumbo Kingdom	Friday
Sexton	Loxodon Lodge	Jumbo Kingdom	Saturday
Sexton	Loxodon Lodge	Jumbo Kingdom	Sunday
Pace	Trunk Inn	Jumbo Kingdom	Friday
Pace	Trunk Inn	Animal Planet Zoo	Saturday
Pace	Trunk Inn	World's Fair	Sunday
Hull	Mammoth Motel	World's Fair	Friday
Hull	Mammoth Motel	World's Fair	Saturday
Hull	Mammoth Motel	Trunk Water Park	Sunday
Leblanc	Mouse Resort	Jumbo Golf Course	Friday
Leblanc	Mouse Resort	Jumbo Studios	Saturday
Leblanc	Mouse Resort	Jumbo Studios	Sunday
Browning	Mammoth Motel	World's Fair	Friday
Browning	Mammoth Motel	Trunk Water Park	Saturday
Browning	Mammoth Motel	Animal Planet Zoo	Sunday
Velasquez	Tusk Hotel	Jumbo Kingdom	Friday
Velasquez	Tusk Hotel	Jumbo Kingdom	Saturday
Velasquez	Tusk Hotel	Jumbo Kingdom	Sunday
Leach	Elephant Lodge	Jumbo Kingdom	Friday
Leach	Elephant Lodge	Jumbo Kingdom	Saturday
Leach	Elephant Lodge	Trunk Water Park	Sunday
Chang	Tusk Hotel	Jumbo Kingdom	Friday
Chang	Tusk Hotel	Jumbo Studios	Saturday
Chang	Tusk Hotel	Animal Planet Zoo	Sunday
House	Oliphant Camp	World's Fair	Friday
House	Oliphant Camp	Jumbo Golf Course	Saturday
House	Oliphant Camp	Jumbo Golf Course	Sunday
Sellers	Tusk Hotel	World's Fair	Friday
Sellers	Tusk Hotel	Jumbo Kingdom	Saturday
Sellers	Tusk Hotel	Animal Planet Zoo	Sunday
Herring	Tusk Hotel	Jumbo Studios	Friday
Herring	Tusk Hotel	Jumbo Kingdom	Saturday
Herring	Tusk Hotel	World's Fair	Sunday
Noble	Tusk Hotel	Jumbo Kingdom	Friday
Noble	Tusk Hotel	Trunk Water Park	Saturday
Noble	Tusk Hotel	Animal Planet Zoo	Sunday
Foley	Trunk Inn	Trunk Water Park	Friday
Foley	Trunk Inn	Trunk Water Park	Saturday
Foley	Trunk Inn	Trunk Water Park	Sunday
Bartlett	Trunk Inn	Jumbo Studios	Friday
Bartlett	Trunk Inn	Jumbo Kingdom	Saturday
Bartlett	Trunk Inn	Animal Planet Zoo	Sunday
Mercado	Loxodon Lodge	World's Fair	Friday
Mercado	Loxodon Lodge	World's Fair	Saturday
Mercado	Loxodon Lodge	Trunk Water Park	Sunday
Landry	Loxodon Lodge	Jumbo Studios	Friday
Landry	Loxodon Lodge	Jumbo Kingdom	Saturday
Landry	Loxodon Lodge	Jumbo Kingdom	Sunday
Durham	Pachyderm Suites	Jumbo Kingdom	Friday
Durham	Pachyderm Suites	Jumbo Kingdom	Saturday
Durham	Pachyderm Suites	Jumbo Studios	Sunday
Walls	Elephant Lodge	Animal Planet Zoo	Friday
Walls	Elephant Lodge	Jumbo Kingdom	Saturday
Walls	Elephant Lodge	Trunk Water Park	Sunday
Barr	Loxodon Lodge	Trunk Water Park	Friday
Barr	Loxodon Lodge	Jumbo Kingdom	Saturday
Barr	Loxodon Lodge	Jumbo Studios	Sunday
Mckee	Mouse Resort	Jumbo Kingdom	Friday
Mckee	Mouse Resort	Jumbo Golf Course	Saturday
Mckee	Mouse Resort	Trunk Water Park	Sunday
Bauer	Trunk Inn	Trunk Water Park	Friday
Bauer	Trunk Inn	Trunk Water Park	Saturday
Bauer	Trunk Inn	Trunk Water Park	Sunday
Rivers	Mammoth Motel	Jumbo Studios	Friday
Rivers	Mammoth Motel	Trunk Water Park	Saturday
Rivers	Mammoth Motel	Jumbo Kingdom	Sunday
Everett	Trunk Inn	Jumbo Kingdom	Friday
Everett	Trunk Inn	Jumbo Studios	Saturday
Everett	Trunk Inn	Jumbo Studios	Sunday
Bradshaw	Pachyderm Suites	Animal Planet Zoo	Friday
Bradshaw	Pachyderm Suites	Animal Planet Zoo	Saturday
Bradshaw	Pachyderm Suites	Animal Planet Zoo	Sunday
Pugh	Oliphant Camp	Jumbo Kingdom	Friday
Pugh	Oliphant Camp	Jumbo Kingdom	Saturday
Pugh	Oliphant Camp	Animal Planet Zoo	Sunday
Velez	Mouse Resort	Jumbo Golf Course	Friday
Velez	Mouse Resort	Jumbo Golf Course	Saturday
Velez	Mouse Resort	Jumbo Studios	Sunday
Rush	Elephant Lodge	Trunk Water Park	Friday
Rush	Elephant Lodge	Jumbo Studios	Saturday
Rush	Elephant Lodge	Animal Planet Zoo	Sunday
Estes	Elephant Lodge	Animal Planet Zoo	Friday
Estes	Elephant Lodge	Jumbo Kingdom	Saturday
Estes	Elephant Lodge	Jumbo Studios	Sunday
Dodson	Loxodon Lodge	World's Fair	Friday
Dodson	Loxodon Lodge	Jumbo Studios	Saturday
Dodson	Loxodon Lodge	Animal Planet Zoo	Sunday
Morse	Mammoth Motel	Jumbo Studios	Friday
Morse	Mammoth Motel	World's Fair	Saturday
Morse	Mammoth Motel	World's Fair	Sunday
Sheppard	Oliphant Camp	Animal Planet Zoo	Friday
Sheppard	Oliphant Camp	Jumbo Studios	Saturday
Sheppard	Oliphant Camp	Jumbo Kingdom	Sunday
Weeks	Loxodon Lodge	World's Fair	Friday
Weeks	Loxodon Lodge	Jumbo Studios	Saturday
Weeks	Loxodon Lodge	Trunk Water Park	Sunday
Camacho	Trunk Inn	Jumbo Kingdom	Friday
Camacho	Trunk Inn	Jumbo Studios	Saturday
Camacho	Trunk Inn	Jumbo Golf Course	Sunday
Bean	Oliphant Camp	Jumbo Golf Course	Friday
Bean	Oliphant Camp	Jumbo Kingdom	Saturday
Bean	Oliphant Camp	Animal Planet Zoo	Sunday
Barron	Mammoth Motel	Jumbo Studios	Friday
Barron	Mammoth Motel	Trunk Water Park	Saturday
Barron	Mammoth Motel	World's Fair	Sunday
Livingston	Pachyderm Suites	World's Fair	Friday
Livingston	Pachyderm Suites	World's Fair	Saturday
Livingston	Pachyderm Suites	Jumbo Studios	Sunday
Middleton	Mammoth Motel	World's Fair	Friday
Middleton	Mammoth Motel	Jumbo Studios	Saturday
Middleton	Mammoth Motel	Animal Planet Zoo	Sunday
Spears	Oliphant Camp	Jumbo Kingdom	Friday
Spears	Oliphant Camp	Jumbo Golf Course	Saturday
Spears	Oliphant Camp	World's Fair	Sunday
Branch	Loxodon Lodge	World's Fair	Friday
Branch	Loxodon Lodge	Jumbo Kingdom	Saturday
Branch	Loxodon Lodge	Jumbo Studios	Sunday
Blevins	Mammoth Motel	Jumbo Studios	Friday
Blevins	Mammoth Motel	Jumbo Studios	Saturday
Blevins	Mammoth Motel	Jumbo Studios	Sunday
Chen	Loxodon Lodge	Jumbo Studios	Friday
Chen	Loxodon Lodge	Jumbo Kingdom	Saturday
Chen	Loxodon Lodge	Trunk Water Park	Sunday
Kerr	Pachyderm Suites	Animal Planet Zoo	Friday
Kerr	Pachyderm Suites	Jumbo Studios	Saturday
Kerr	Pachyderm Suites	Jumbo Kingdom	Sunday
Mcconnell	Oliphant Camp	World's Fair	Friday
Mcconnell	Oliphant Camp	Jumbo Studios	Saturday
Mcconnell	Oliphant Camp	Jumbo Kingdom	Sunday
Hatfield	Mouse Resort	Jumbo Kingdom	Friday
Hatfield	Mouse Resort	Jumbo Studios	Saturday
Hatfield	Mouse Resort	World's Fair	Sunday
Harding	Tusk Hotel	Jumbo Kingdom	Friday
Harding	Tusk Hotel	Jumbo Studios	Saturday
Harding	Tusk Hotel	Animal Planet Zoo	Sunday
Ashley	Trunk Inn	Jumbo Kingdom	Friday
Ashley	Trunk Inn	Jumbo Studios	Saturday
Ashley	Trunk Inn	Animal Planet Zoo	Sunday
Solis	Mouse Resort	Trunk Water Park	Friday
Solis	Mouse Resort	Jumbo Studios	Saturday
Solis	Mouse Resort	Jumbo Studios	Sunday
Herman	Mammoth Motel	World's Fair	Friday
Herman	Mammoth Motel	Jumbo Studios	Saturday
Herman	Mammoth Motel	Animal Planet Zoo	Sunday
Frost	Oliphant Camp	Jumbo Kingdom	Friday
Frost	Oliphant Camp	World's Fair	Saturday
Frost	Oliphant Camp	World's Fair	Sunday
Giles	Pachyderm Suites	World's Fair	Friday
Giles	Pachyderm Suites	Jumbo Studios	Saturday
Giles	Pachyderm Suites	Jumbo Kingdom	Sunday
Blackburn	Loxodon Lodge	Jumbo Studios	Friday
Blackburn	Loxodon Lodge	World's Fair	Saturday
Blackburn	Loxodon Lodge	Jumbo Kingdom	Sunday
William	Trunk Inn	Jumbo Kingdom	Friday
William	Trunk Inn	World's Fair	Saturday
William	Trunk Inn	World's Fair	Sunday
Pennington	Loxodon Lodge	Trunk Water Park	Friday
Pennington	Loxodon Lodge	Jumbo Studios	Saturday
Pennington	Loxodon Lodge	World's Fair	Sunday
Woodward	Mammoth Motel	Animal Planet Zoo	Friday
Woodward	Mammoth Motel	Jumbo Studios	Saturday
Woodward	Mammoth Motel	Jumbo Kingdom	Sunday
Finley	Pachyderm Suites	World's Fair	Friday
Finley	Pachyderm Suites	Jumbo Kingdom	Saturday
Finley	Pachyderm Suites	Animal Planet Zoo	Sunday
Mcintosh	Pachyderm Suites	World's Fair	Friday
Mcintosh	Pachyderm Suites	Jumbo Studios	Saturday
Mcintosh	Pachyderm Suites	Jumbo Kingdom	Sunday
Koch	Trunk Inn	Jumbo Kingdom	Friday
Koch	Trunk Inn	Jumbo Kingdom	Saturday
Koch	Trunk Inn	Trunk Water Park	Sunday
Best	Pachyderm Suites	World's Fair	Friday
Best	Pachyderm Suites	Jumbo Studios	Saturday
Best	Pachyderm Suites	Animal Planet Zoo	Sunday
Solomon	Mouse Resort	World's Fair	Friday
Solomon	Mouse Resort	Jumbo Studios	Saturday
Solomon	Mouse Resort	Jumbo Kingdom	Sunday
Mccullough	Mouse Resort	World's Fair	Friday
Mccullough	Mouse Resort	Trunk Water Park	Saturday
Mccullough	Mouse Resort	Jumbo Golf Course	Sunday
Dudley	Mammoth Motel	Jumbo Studios	Friday
Dudley	Mammoth Motel	Jumbo Kingdom	Saturday
Dudley	Mammoth Motel	Trunk Water Park	Sunday
Nolan	Tusk Hotel	Jumbo Kingdom	Friday
Nolan	Tusk Hotel	Jumbo Studios	Saturday
Nolan	Tusk Hotel	World's Fair	Sunday
Blanchard	Trunk Inn	Jumbo Kingdom	Friday
Blanchard	Trunk Inn	Animal Planet Zoo	Saturday
Blanchard	Trunk Inn	Jumbo Studios	Sunday
Rivas	Loxodon Lodge	Jumbo Studios	Friday
Rivas	Loxodon Lodge	World's Fair	Saturday
Rivas	Loxodon Lodge	World's Fair	Sunday
Brennan	Elephant Lodge	Trunk Water Park	Friday
Brennan	Elephant Lodge	World's Fair	Saturday
Brennan	Elephant Lodge	Jumbo Kingdom	Sunday
Mejia	Mammoth Motel	World's Fair	Friday
Mejia	Mammoth Motel	Jumbo Kingdom	Saturday
Mejia	Mammoth Motel	Trunk Water Park	Sunday
Kane	Pachyderm Suites	Animal Planet Zoo	Friday
Kane	Pachyderm Suites	World's Fair	Saturday
Kane	Pachyderm Suites	Jumbo Golf Course	Sunday
Benton	Loxodon Lodge	Jumbo Studios	Friday
Benton	Loxodon Lodge	World's Fair	Saturday
Benton	Loxodon Lodge	Jumbo Kingdom	Sunday
Joyce	Elephant Lodge	Jumbo Studios	Friday
Joyce	Elephant Lodge	Animal Planet Zoo	Saturday
Joyce	Elephant Lodge	World's Fair	Sunday
Buckley	Tusk Hotel	Jumbo Kingdom	Friday
Buckley	Tusk Hotel	Jumbo Studios	Saturday
Buckley	Tusk Hotel	Trunk Water Park	Sunday
Haley	Tusk Hotel	Jumbo Kingdom	Friday
Haley	Tusk Hotel	Animal Planet Zoo	Saturday
Haley	Tusk Hotel	Jumbo Studios	Sunday
Valentine	Loxodon Lodge	World's Fair	Friday
Valentine	Loxodon Lodge	World's Fair	Saturday
Valentine	Loxodon Lodge	World's Fair	Sunday
Maddox	Loxodon Lodge	Jumbo Studios	Friday
Maddox	Loxodon Lodge	Trunk Water Park	Saturday
Maddox	Loxodon Lodge	World's Fair	Sunday
Russo	Trunk Inn	World's Fair	Friday
Russo	Trunk Inn	Jumbo Kingdom	Saturday
Russo	Trunk Inn	Jumbo Studios	Sunday
Mcknight	Mouse Resort	World's Fair	Friday
Mcknight	Mouse Resort	World's Fair	Saturday
Mcknight	Mouse Resort	Jumbo Golf Course	Sunday
Buck	Tusk Hotel	Jumbo Kingdom	Friday
Buck	Tusk Hotel	Jumbo Kingdom	Saturday
Buck	Tusk Hotel	World's Fair	Sunday
Moon	Elephant Lodge	Trunk Water Park	Friday
Moon	Elephant Lodge	World's Fair	Saturday
Moon	Elephant Lodge	Animal Planet Zoo	Sunday
Mcmillan	Mouse Resort	Jumbo Kingdom	Friday
Mcmillan	Mouse Resort	Trunk Water Park	Saturday
Mcmillan	Mouse Resort	Trunk Water Park	Sunday
Crosby	Mammoth Motel	World's Fair	Friday
Crosby	Mammoth Motel	Jumbo Golf Course	Saturday
Crosby	Mammoth Motel	Jumbo Studios	Sunday
Berg	Tusk Hotel	Jumbo Kingdom	Friday
Berg	Tusk Hotel	Trunk Water Park	Saturday
Berg	Tusk Hotel	Trunk Water Park	Sunday
Dotson	Loxodon Lodge	Jumbo Studios	Friday
Dotson	Loxodon Lodge	Jumbo Kingdom	Saturday
Dotson	Loxodon Lodge	Trunk Water Park	Sunday
Mays	Mammoth Motel	Jumbo Studios	Friday
Mays	Mammoth Motel	Jumbo Kingdom	Saturday
Mays	Mammoth Motel	World's Fair	Sunday
Roach	Loxodon Lodge	Jumbo Studios	Friday
Roach	Loxodon Lodge	World's Fair	Saturday
Roach	Loxodon Lodge	Trunk Water Park	Sunday
Church	Mammoth Motel	Animal Planet Zoo	Friday
Church	Mammoth Motel	Trunk Water Park	Saturday
Church	Mammoth Motel	Jumbo Studios	Sunday
Chan	Elephant Lodge	World's Fair	Friday
Chan	Elephant Lodge	Trunk Water Park	Saturday
Chan	Elephant Lodge	Jumbo Kingdom	Sunday
Richmond	Loxodon Lodge	Animal Planet Zoo	Friday
Richmond	Loxodon Lodge	World's Fair	Saturday
Richmond	Loxodon Lodge	Trunk Water Park	Sunday
Meadows	Mouse Resort	Jumbo Golf Course	Friday
Meadows	Mouse Resort	World's Fair	Saturday
Meadows	Mouse Resort	Jumbo Studios	Sunday
Faulkner	Mammoth Motel	World's Fair	Friday
Faulkner	Mammoth Motel	Trunk Water Park	Saturday
Faulkner	Mammoth Motel	Jumbo Kingdom	Sunday
Oneill	Tusk Hotel	Jumbo Kingdom	Friday
Oneill	Tusk Hotel	Jumbo Studios	Saturday
Oneill	Tusk Hotel	Animal Planet Zoo	Sunday
Knapp	Tusk Hotel	Jumbo Kingdom	Friday
Knapp	Tusk Hotel	Trunk Water Park	Saturday
Knapp	Tusk Hotel	Jumbo Studios	Sunday
Kline	Trunk Inn	World's Fair	Friday
Kline	Trunk Inn	Jumbo Studios	Saturday
Kline	Trunk Inn	Jumbo Studios	Sunday
Barry	Tusk Hotel	Jumbo Kingdom	Friday
Barry	Tusk Hotel	Jumbo Studios	Saturday
Barry	Tusk Hotel	Animal Planet Zoo	Sunday
Ochoa	Tusk Hotel	Trunk Water Park	Friday
Ochoa	Tusk Hotel	Jumbo Kingdom	Saturday
Ochoa	Tusk Hotel	Jumbo Kingdom	Sunday
Jacobson	Oliphant Camp	Jumbo Studios	Friday
Jacobson	Oliphant Camp	Jumbo Kingdom	Saturday
Jacobson	Oliphant Camp	Animal Planet Zoo	Sunday
Gay	Mammoth Motel	Jumbo Kingdom	Friday
Gay	Mammoth Motel	World's Fair	Saturday
Gay	Mammoth Motel	Jumbo Studios	Sunday
Avery	Loxodon Lodge	Jumbo Studios	Friday
Avery	Loxodon Lodge	World's Fair	Saturday
Avery	Loxodon Lodge	Jumbo Kingdom	Sunday
Hendricks	Trunk Inn	Jumbo Kingdom	Friday
Hendricks	Trunk Inn	Animal Planet Zoo	Saturday
Hendricks	Trunk Inn	Animal Planet Zoo	Sunday
Horne	Pachyderm Suites	World's Fair	Friday
Horne	Pachyderm Suites	Jumbo Studios	Saturday
Horne	Pachyderm Suites	Trunk Water Park	Sunday
Shepard	Trunk Inn	Jumbo Studios	Friday
Shepard	Trunk Inn	Jumbo Kingdom	Saturday
Shepard	Trunk Inn	Jumbo Kingdom	Sunday
Hebert	Loxodon Lodge	Jumbo Studios	Friday
Hebert	Loxodon Lodge	World's Fair	Saturday
Hebert	Loxodon Lodge	Animal Planet Zoo	Sunday
Cherry	Loxodon Lodge	World's Fair	Friday
Cherry	Loxodon Lodge	World's Fair	Saturday
Cherry	Loxodon Lodge	Jumbo Studios	Sunday
Cardenas	Pachyderm Suites	Jumbo Kingdom	Friday
Cardenas	Pachyderm Suites	Trunk Water Park	Saturday
Cardenas	Pachyderm Suites	World's Fair	Sunday
Mcintyre	Trunk Inn	Jumbo Kingdom	Friday
Mcintyre	Trunk Inn	Animal Planet Zoo	Saturday
Mcintyre	Trunk Inn	Jumbo Studios	Sunday
Whitney	Loxodon Lodge	World's Fair	Friday
Whitney	Loxodon Lodge	Trunk Water Park	Saturday
Whitney	Loxodon Lodge	Trunk Water Park	Sunday
Waller	Tusk Hotel	Jumbo Golf Course	Friday
Waller	Tusk Hotel	Jumbo Kingdom	Saturday
Waller	Tusk Hotel	Jumbo Studios	Sunday
Holman	Loxodon Lodge	Jumbo Studios	Friday
Holman	Loxodon Lodge	World's Fair	Saturday
Holman	Loxodon Lodge	Jumbo Kingdom	Sunday
Donaldson	Trunk Inn	Jumbo Kingdom	Friday
Donaldson	Trunk Inn	Jumbo Golf Course	Saturday
Donaldson	Trunk Inn	Jumbo Golf Course	Sunday
Cantu	Loxodon Lodge	Jumbo Studios	Friday
Cantu	Loxodon Lodge	Jumbo Studios	Saturday
Cantu	Loxodon Lodge	Jumbo Kingdom	Sunday
Terrell	Oliphant Camp	Jumbo Studios	Friday
Terrell	Oliphant Camp	Jumbo Kingdom	Saturday
Terrell	Oliphant Camp	World's Fair	Sunday
Morin	Oliphant Camp	Jumbo Kingdom	Friday
Morin	Oliphant Camp	Jumbo Kingdom	Saturday
Morin	Oliphant Camp	Jumbo Kingdom	Sunday
Gillespie	Tusk Hotel	Jumbo Kingdom	Friday
Gillespie	Tusk Hotel	Trunk Water Park	Saturday
Gillespie	Tusk Hotel	Jumbo Golf Course	Sunday
Fuentes	Trunk Inn	Jumbo Kingdom	Friday
Fuentes	Trunk Inn	Jumbo Kingdom	Saturday
Fuentes	Trunk Inn	Trunk Water Park	Sunday
Tillman	Mouse Resort	Jumbo Golf Course	Friday
Tillman	Mouse Resort	Jumbo Golf Course	Saturday
Tillman	Mouse Resort	World's Fair	Sunday
Sanford	Trunk Inn	Animal Planet Zoo	Friday
Sanford	Trunk Inn	Jumbo Kingdom	Saturday
Sanford	Trunk Inn	World's Fair	Sunday
Bentley	Pachyderm Suites	World's Fair	Friday
Bentley	Pachyderm Suites	Jumbo Kingdom	Saturday
Bentley	Pachyderm Suites	Jumbo Studios	Sunday
Peck	Loxodon Lodge	Jumbo Golf Course	Friday
Peck	Loxodon Lodge	Jumbo Studios	Saturday
Peck	Loxodon Lodge	Jumbo Kingdom	Sunday
Key	Oliphant Camp	Jumbo Golf Course	Friday
Key	Oliphant Camp	World's Fair	Saturday
Key	Oliphant Camp	World's Fair	Sunday
Salas	Loxodon Lodge	Jumbo Studios	Friday
Salas	Loxodon Lodge	World's Fair	Saturday
Salas	Loxodon Lodge	World's Fair	Sunday
Rollins	Elephant Lodge	Jumbo Kingdom	Friday
Rollins	Elephant Lodge	Animal Planet Zoo	Saturday
Rollins	Elephant Lodge	Animal Planet Zoo	Sunday
Gamble	Pachyderm Suites	Jumbo Studios	Friday
Gamble	Pachyderm Suites	Jumbo Studios	Saturday
Gamble	Pachyderm Suites	Jumbo Kingdom	Sunday
Dickson	Tusk Hotel	World's Fair	Friday
Dickson	Tusk Hotel	Jumbo Studios	Saturday
Dickson	Tusk Hotel	Jumbo Kingdom	Sunday
Battle	Pachyderm Suites	Animal Planet Zoo	Friday
Battle	Pachyderm Suites	World's Fair	Saturday
Battle	Pachyderm Suites	Jumbo Kingdom	Sunday
Santana	Trunk Inn	Jumbo Kingdom	Friday
Santana	Trunk Inn	Jumbo Kingdom	Saturday
Santana	Trunk Inn	Jumbo Studios	Sunday
Cabrera	Loxodon Lodge	Jumbo Kingdom	Friday
Cabrera	Loxodon Lodge	Jumbo Studios	Saturday
Cabrera	Loxodon Lodge	World's Fair	Sunday
Cervantes	Tusk Hotel	Jumbo Kingdom	Friday
Cervantes	Tusk Hotel	Trunk Water Park	Saturday
Cervantes	Tusk Hotel	World's Fair	Sunday
Howe	Mammoth Motel	Jumbo Studios	Friday
Howe	Mammoth Motel	Jumbo Kingdom	Saturday
Howe	Mammoth Motel	World's Fair	Sunday
Hinton	Loxodon Lodge	Jumbo Kingdom	Friday
Hinton	Loxodon Lodge	World's Fair	Saturday
Hinton	Loxodon Lodge	Jumbo Golf Course	Sunday
Hurley	Mouse Resort	Jumbo Studios	Friday
Hurley	Mouse Resort	Jumbo Studios	Saturday
Hurley	Mouse Resort	Animal Planet Zoo	Sunday
Spence	Trunk Inn	World's Fair	Friday
Spence	Trunk Inn	Jumbo Kingdom	Saturday
Spence	Trunk Inn	Animal Planet Zoo	Sunday
Zamora	Trunk Inn	Animal Planet Zoo	Friday
Zamora	Trunk Inn	Jumbo Kingdom	Saturday
Zamora	Trunk Inn	Trunk Water Park	Sunday
Yang	Mammoth Motel	Animal Planet Zoo	Friday
Yang	Mammoth Motel	World's Fair	Saturday
Yang	Mammoth Motel	Trunk Water Park	Sunday
Mcneil	Oliphant Camp	Jumbo Golf Course	Friday
Mcneil	Oliphant Camp	Jumbo Kingdom	Saturday
Mcneil	Oliphant Camp	Jumbo Studios	Sunday
Suarez	Loxodon Lodge	Jumbo Studios	Friday
Suarez	Loxodon Lodge	Jumbo Kingdom	Saturday
Suarez	Loxodon Lodge	World's Fair	Sunday
Case	Mammoth Motel	Jumbo Kingdom	Friday
Case	Mammoth Motel	Jumbo Kingdom	Saturday
Case	Mammoth Motel	Trunk Water Park	Sunday
Petty	Elephant Lodge	Animal Planet Zoo	Friday
Petty	Elephant Lodge	Jumbo Golf Course	Saturday
Petty	Elephant Lodge	Trunk Water Park	Sunday
Gould	Elephant Lodge	World's Fair	Friday
Gould	Elephant Lodge	Jumbo Kingdom	Saturday
Gould	Elephant Lodge	Trunk Water Park	Sunday
Mcfarland	Tusk Hotel	Jumbo Kingdom	Friday
Mcfarland	Tusk Hotel	Jumbo Golf Course	Saturday
Mcfarland	Tusk Hotel	Jumbo Studios	Sunday
Sampson	Loxodon Lodge	Jumbo Studios	Friday
Sampson	Loxodon Lodge	Trunk Water Park	Saturday
Sampson	Loxodon Lodge	Jumbo Kingdom	Sunday
Carver	Tusk Hotel	Jumbo Kingdom	Friday
Carver	Tusk Hotel	Jumbo Kingdom	Saturday
Carver	Tusk Hotel	Jumbo Kingdom	Sunday
Bray	Loxodon Lodge	World's Fair	Friday
Bray	Loxodon Lodge	Jumbo Kingdom	Saturday
Bray	Loxodon Lodge	Animal Planet Zoo	Sunday
Rosario	Oliphant Camp	Animal Planet Zoo	Friday
Rosario	Oliphant Camp	Jumbo Golf Course	Saturday
Rosario	Oliphant Camp	World's Fair	Sunday
Macdonald	Trunk Inn	Jumbo Studios	Friday
Macdonald	Trunk Inn	World's Fair	Saturday
Macdonald	Trunk Inn	Jumbo Kingdom	Sunday
Stout	Elephant Lodge	Jumbo Kingdom	Friday
Stout	Elephant Lodge	Animal Planet Zoo	Saturday
Stout	Elephant Lodge	World's Fair	Sunday
Hester	Pachyderm Suites	World's Fair	Friday
Hester	Pachyderm Suites	Trunk Water Park	Saturday
Hester	Pachyderm Suites	Jumbo Studios	Sunday
Melendez	Loxodon Lodge	World's Fair	Friday
Melendez	Loxodon Lodge	Jumbo Studios	Saturday
Melendez	Loxodon Lodge	Jumbo Kingdom	Sunday
Dillon	Tusk Hotel	World's Fair	Friday
Dillon	Tusk Hotel	Jumbo Kingdom	Saturday
Dillon	Tusk Hotel	Jumbo Studios	Sunday
Farley	Loxodon Lodge	Trunk Water Park	Friday
Farley	Loxodon Lodge	Trunk Water Park	Saturday
Farley	Loxodon Lodge	Jumbo Studios	Sunday
Hopper	Mammoth Motel	Animal Planet Zoo	Friday
Hopper	Mammoth Motel	World's Fair	Saturday
Hopper	Mammoth Motel	Jumbo Studios	Sunday
Galloway	Tusk Hotel	Jumbo Studios	Friday
Galloway	Tusk Hotel	Animal Planet Zoo	Saturday
Galloway	Tusk Hotel	World's Fair	Sunday
Potts	Tusk Hotel	Jumbo Kingdom	Friday
Potts	Tusk Hotel	Jumbo Kingdom	Saturday
Potts	Tusk Hotel	Jumbo Studios	Sunday
Bernard	Pachyderm Suites	World's Fair	Friday
Bernard	Pachyderm Suites	Jumbo Kingdom	Saturday
Bernard	Pachyderm Suites	Animal Planet Zoo	Sunday
Joyner	Loxodon Lodge	Jumbo Studios	Friday
Joyner	Loxodon Lodge	World's Fair	Saturday
Joyner	Loxodon Lodge	World's Fair	Sunday
Stein	Tusk Hotel	Animal Planet Zoo	Friday
Stein	Tusk Hotel	Jumbo Kingdom	Saturday
Stein	Tusk Hotel	Jumbo Studios	Sunday
Aguirre	Trunk Inn	Jumbo Kingdom	Friday
Aguirre	Trunk Inn	Animal Planet Zoo	Saturday
Aguirre	Trunk Inn	Trunk Water Park	Sunday
Osborn	Oliphant Camp	Jumbo Studios	Friday
Osborn	Oliphant Camp	Jumbo Golf Course	Saturday
Osborn	Oliphant Camp	Jumbo Golf Course	Sunday
Mercer	Loxodon Lodge	Jumbo Studios	Friday
Mercer	Loxodon Lodge	Jumbo Studios	Saturday
Mercer	Loxodon Lodge	Animal Planet Zoo	Sunday
Bender	Oliphant Camp	World's Fair	Friday
Bender	Oliphant Camp	Jumbo Kingdom	Saturday
Bender	Oliphant Camp	Jumbo Golf Course	Sunday
Franco	Oliphant Camp	Jumbo Golf Course	Friday
Franco	Oliphant Camp	Jumbo Kingdom	Saturday
Franco	Oliphant Camp	World's Fair	Sunday
Rowland	Pachyderm Suites	World's Fair	Friday
Rowland	Pachyderm Suites	Jumbo Studios	Saturday
Rowland	Pachyderm Suites	Jumbo Studios	Sunday
Sykes	Tusk Hotel	World's Fair	Friday
Sykes	Tusk Hotel	Trunk Water Park	Saturday
Sykes	Tusk Hotel	Jumbo Kingdom	Sunday
Benjamin	Loxodon Lodge	Jumbo Studios	Friday
Benjamin	Loxodon Lodge	World's Fair	Saturday
Benjamin	Loxodon Lodge	Jumbo Kingdom	Sunday
Travis	Oliphant Camp	Jumbo Studios	Friday
